uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,summary_row,course_row
NUS,School of Design and Environment,Real Estate,2024,857.0,3.68,82.5,92.5,81.7,4306.0,4000.0,4452.0,4100.0,3800.0,4600.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2013,300.0,,85.0,100.0,100.0,4406.0,4500.0,4741.0,4500.0,4500.0,5200.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2014,301.0,3.87,85.0,100.0,100.0,4404.0,4500.0,4886.0,5000.0,4500.0,5200.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2015,300.0,3.92,85.0,100.0,100.0,4352.0,4500.0,4729.0,4900.0,4500.0,5000.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2016,302.0,3.92,85.0,99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2017,303.0,3.91,85.0,100.0,100.0,4367.0,4500.0,4882.0,5000.0,4500.0,5305.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2018,299.0,,85.0,,,,,,,,,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2019,280.0,3.94,85.0,99.5,99.5,4607.0,4600.0,5218.0,5237.0,4950.0,5657.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2020,315.0,3.89,85.0,100.0,100.0,4688.0,4700.0,5306.0,5250.0,5000.0,5800.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2021,303.0,3.82,85.0,,,,,,,,,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2022,294.0,3.86,85.0,,,,,,,,,National University of Singapore,0,1
NUS,YLL School of Medicine,Medicine,2023,280.0,3.78,85.0,,,,,,,,,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2013,115.0,3.56,68.75,100.0,100.0,2896.0,3000.0,3042.0,3025.0,3000.0,3200.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2014,115.0,3.42,68.75,100.0,100.0,3123.0,3270.0,3353.0,3500.0,3270.0,3600.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2015,148.0,3.45,68.75,100.0,100.0,3219.0,3200.0,3466.0,3435.0,3300.0,3700.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2016,155.0,3.39,70.0,95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2017,232.0,3.48,68.75,91.8,89.8,3280.0,3300.0,3462.0,3500.0,3300.0,3650.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2018,316.0,3.37,67.5,98.0,98.0,3306.0,3350.0,3546.0,3550.0,3400.0,3750.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2019,311.0,3.33,66.25,98.8,97.5,3389.0,3450.0,3612.0,3650.0,3515.0,3750.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2020,293.0,3.25,66.25,98.5,97.0,3371.0,3400.0,3616.0,3600.0,3500.0,3750.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2021,338.0,3.41,67.5,97.9,96.8,3482.0,3500.0,3750.0,3750.0,3550.0,3950.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2022,314.0,3.42,66.25,100.0,99.0,3575.0,3550.0,3834.0,3850.0,3650.0,4000.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2023,346.0,3.28,66.25,97.8,97.0,3690.0,3750.0,3981.0,4000.0,3700.0,4250.0,National University of Singapore,0,1
NUS,YLL School of Medicine,Nursing (Hons),2024,330.0,3.23,66.25,97.8,97.0,3690.0,3750.0,3981.0,4000.0,3700.0,4250.0,National University of Singapore,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2013,595.0,3.79,82.5,97.1,95.7,2850.0,2700.0,2938.0,2700.0,2700.0,2900.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2014,629.0,3.78,82.5,96.6,96.1,2981.0,2800.0,3003.0,2840.0,2700.0,3000.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2015,606.0,3.78,82.5,97.3,96.5,3182.0,2850.0,3240.0,2875.0,2850.0,3125.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2016,618.0,3.8,81.25,97.3,95.1,3027.0,2900.0,3063.0,2900.0,2900.0,3100.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2017,611.0,3.73,81.25,97.1,94.5,3121.0,3000.0,3166.0,3000.0,2900.0,3100.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2018,541.0,3.71,78.75,94.6,92.2,3214.0,3000.0,3245.0,3000.0,3000.0,3200.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2019,507.0,3.63,76.25,97.5,94.0,3220.0,3000.0,3254.0,3000.0,3000.0,3200.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2020,481.0,3.74,72.5,96.0,88.7,3213.0,3000.0,3228.0,3000.0,3000.0,3100.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2021,414.0,3.63,72.5,97.7,93.0,3505.0,3300.0,3539.0,3400.0,3100.0,3500.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2022,352.0,3.65,71.25,98.3,97.6,3965.0,3600.0,4031.0,3600.0,3600.0,4300.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2023,357.0,3.59,72.5,96.6,95.5,4067.0,3600.0,4119.0,3600.0,3600.0,4000.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Accountancy,2024,314.0,3.62,75.0,96.0,93.2,4472.0,4300.0,4564.0,4350.0,4100.0,4500.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2013,655.0,3.8,80.0,90.9,85.7,3053.0,3000.0,3214.0,3000.0,2700.0,3500.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2014,643.0,3.79,81.25,89.6,80.2,3231.0,3000.0,3318.0,3100.0,2800.0,3600.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2015,665.0,3.8,78.75,92.2,87.6,3343.0,3100.0,3502.0,3200.0,2900.0,3700.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2016,626.0,3.81,80.0,89.6,77.1,3348.0,3200.0,3444.0,3300.0,3000.0,3800.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2017,659.0,3.75,80.0,93.0,80.8,3530.0,3300.0,3643.0,3300.0,3000.0,3800.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2018,750.0,3.73,77.5,92.6,84.3,3646.0,3500.0,3776.0,3500.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2019,837.0,3.62,75.0,93.8,83.1,3707.0,3500.0,3797.0,3600.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2020,935.0,3.61,71.25,95.2,66.8,3973.0,3750.0,4113.0,3800.0,3300.0,4429.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2021,927.0,3.64,73.75,96.2,85.2,4211.0,4000.0,4362.0,4000.0,3500.0,4800.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2022,806.0,3.64,73.75,94.5,86.5,4407.0,4000.0,4503.0,4015.0,3600.0,4800.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2023,796.0,3.64,73.75,91.8,85.2,4472.0,4100.0,4609.0,4255.0,3800.0,5000.0,Nanyang Technological University,0,1
NTU,College of Business (Nanyang Business School),Business,2024,664.0,3.66,75.0,87.5,78.8,4688.0,4300.0,4781.0,4334.0,4000.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2013,102.0,3.85,81.25,95.3,95.3,3494.0,3500.0,3536.0,3500.0,3100.0,3816.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2014,132.0,3.81,83.75,84.6,82.7,3715.0,3700.0,3911.0,3770.0,3300.0,4070.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2015,136.0,3.88,83.75,86.0,86.0,3699.0,3650.0,3724.0,3700.0,3450.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2016,130.0,3.74,83.75,82.4,77.9,3761.0,3625.0,3840.0,3675.0,3350.0,4435.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2017,102.0,3.88,85.0,80.0,75.0,3645.0,3492.0,3702.0,3500.0,3250.0,4210.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2018,142.0,3.83,83.75,95.3,88.4,3710.0,3625.0,3873.0,3800.0,3365.0,4280.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2019,124.0,3.49,82.5,87.5,80.7,3816.0,3700.0,3939.0,3800.0,3500.0,4600.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2020,144.0,3.8,80.0,91.2,75.8,4110.0,3980.0,4284.0,4000.0,3800.0,4945.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2021,168.0,3.82,78.75,94.4,87.3,4250.0,4250.0,4321.0,4471.0,3792.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2022,131.0,3.55,78.75,94.0,93.0,4752.0,4800.0,4899.0,5000.0,4160.0,5500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2023,135.0,3.69,67.5,87.5,83.8,4715.0,4500.0,4845.0,4763.0,4150.0,5700.0,Nanyang Technological University,0,1
NTU,College of Engineering,Aerospace Engineering,2024,108.0,3.64,67.5,79.1,78.0,4650.0,4400.0,4722.0,4450.0,4103.0,5250.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2013,86.0,3.34,68.75,81.3,68.8,2952.0,2900.0,3166.0,3125.0,2893.0,3365.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2014,88.0,3.61,72.5,79.8,69.7,2998.0,3000.0,3188.0,3000.0,2825.0,3400.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2015,88.0,3.42,71.25,92.6,76.5,3079.0,3000.0,3197.0,3113.0,2900.0,3450.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2016,78.0,3.45,71.25,77.8,63.9,3151.0,3200.0,3317.0,3237.0,3000.0,3510.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2017,94.0,3.47,71.25,78.3,65.2,3326.0,3200.0,3486.0,3419.0,3000.0,3825.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2018,112.0,3.55,68.75,77.5,66.2,3457.0,3500.0,3660.0,3500.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2019,102.0,3.69,71.25,81.3,64.1,3445.0,3400.0,3548.0,3500.0,3200.0,3700.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2020,111.0,3.63,71.25,89.1,43.6,3428.0,3400.0,3473.0,3450.0,3200.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2021,95.0,3.53,75.0,90.9,75.8,3480.0,3483.0,3654.0,3500.0,3300.0,3850.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2022,85.0,3.57,72.5,93.9,90.9,4160.0,4000.0,4419.0,4200.0,3600.0,5250.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2023,138.0,3.52,68.75,86.7,80.0,3945.0,4000.0,4077.0,4043.0,3775.0,4450.0,Nanyang Technological University,0,1
NTU,College of Engineering,Bioengineering,2024,142.0,3.51,68.75,86.7,80.0,3945.0,4000.0,4077.0,4043.0,3775.0,4450.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2013,224.0,3.48,81.25,87.3,85.1,3235.0,3000.0,3377.0,3200.0,3000.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2014,201.0,3.81,81.25,83.8,76.1,3296.0,3250.0,3415.0,3400.0,3200.0,3575.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2015,190.0,3.64,80.0,86.8,80.9,3156.0,3100.0,3373.0,3300.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2016,143.0,3.85,82.5,80.6,72.6,3336.0,3225.0,3476.0,3400.0,3200.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2017,143.0,3.69,82.5,82.3,75.3,3326.0,3200.0,3577.0,3500.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2018,155.0,3.81,81.25,91.6,86.0,3461.0,3500.0,3782.0,3600.0,3300.0,4200.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2019,174.0,3.67,77.5,88.6,78.1,3681.0,3600.0,3921.0,3800.0,3500.0,4300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2020,173.0,3.61,73.75,95.0,83.0,3732.0,3600.0,3948.0,3900.0,3500.0,4300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2021,193.0,3.48,75.0,91.1,84.8,3784.0,3600.0,3959.0,3740.0,3600.0,4300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2022,162.0,3.71,72.5,96.6,93.3,4580.0,4500.0,4733.0,4800.0,4028.0,5100.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2023,150.0,3.47,70.0,92.0,87.0,4019.0,4000.0,4299.0,4200.0,3950.0,4550.0,Nanyang Technological University,0,1
NTU,College of Engineering,Chemical and Biomolecular Engineering,2024,189.0,3.51,70.0,92.0,87.0,4019.0,4000.0,4299.0,4200.0,3950.0,4550.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2013,95.0,3.51,68.75,90.3,88.2,3326.0,3100.0,3374.0,3175.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2014,93.0,3.54,70.0,91.4,88.8,3423.0,3300.0,3512.0,3400.0,3200.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2015,71.0,3.53,71.25,85.1,83.0,3489.0,3350.0,3577.0,3500.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2016,86.0,3.56,75.0,83.3,75.9,3792.0,3500.0,3833.0,3500.0,3300.0,4420.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2017,87.0,3.61,80.0,95.1,87.8,3667.0,3600.0,3743.0,3600.0,3450.0,3925.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2018,90.0,3.63,78.75,95.8,95.8,3749.0,3700.0,3865.0,3775.0,3400.0,4200.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2019,99.0,3.58,73.75,94.6,94.6,3994.0,4000.0,4074.0,4000.0,3600.0,4500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2020,129.0,3.77,78.75,97.2,94.4,4069.0,4100.0,4136.0,4100.0,3627.0,4845.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2021,96.0,3.87,75.0,95.8,89.6,4649.0,4500.0,4847.0,4500.0,4000.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2022,180.0,3.65,77.5,87.0,85.2,5366.0,5285.0,5463.0,5295.0,4500.0,6215.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2023,203.0,3.6,75.0,89.3,87.5,5512.0,5400.0,5631.0,5400.0,4700.0,6200.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Engineering,2024,229.0,3.65,75.0,91.3,89.9,5372.0,5350.0,5521.0,5500.0,4800.0,6391.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2013,153.0,3.49,66.25,94.8,93.8,3091.0,3000.0,3182.0,3100.0,3000.0,3380.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2014,154.0,3.5,68.75,93.8,92.9,3122.0,3000.0,3152.0,3100.0,3000.0,3300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2015,147.0,3.55,68.75,95.3,93.0,3125.0,3100.0,3206.0,3200.0,3000.0,3300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2016,136.0,3.73,66.25,92.4,91.6,3407.0,3250.0,3505.0,3300.0,3200.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2017,125.0,3.71,68.75,98.5,96.9,3373.0,3300.0,3442.0,3400.0,3190.0,3675.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2018,130.0,3.49,67.5,96.5,96.5,3521.0,3400.0,3597.0,3500.0,3200.0,3816.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2019,120.0,3.44,66.25,94.9,90.6,3525.0,3400.0,3582.0,3500.0,3300.0,3900.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2020,144.0,3.5,62.5,95.7,87.0,3458.0,3400.0,3495.0,3500.0,3200.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2021,130.0,3.45,63.75,97.7,92.0,3596.0,3500.0,3664.0,3540.0,3400.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2022,130.0,3.49,63.75,91.6,88.4,3699.0,3600.0,3788.0,3650.0,3500.0,3975.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2023,139.0,3.43,63.75,97.5,95.0,3905.0,3850.0,4012.0,4000.0,3600.0,4232.0,Nanyang Technological University,0,1
NTU,College of Engineering,Civil Engineering,2024,137.0,3.39,61.25,83.2,75.8,4022.0,4000.0,4135.0,4000.0,3800.0,4295.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2013,253.0,3.55,68.75,92.1,88.5,3249.0,3000.0,3306.0,3125.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2014,265.0,3.55,70.0,94.5,93.7,3269.0,3200.0,3304.0,3200.0,3000.0,3700.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2015,268.0,3.54,71.25,92.4,91.4,3489.0,3300.0,3535.0,3300.0,3150.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2016,263.0,3.61,75.0,94.6,91.4,3784.0,3500.0,3848.0,3500.0,3300.0,4333.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2017,308.0,3.65,78.75,92.4,86.7,4078.0,3750.0,4160.0,3850.0,3500.0,4500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2018,347.0,3.68,80.0,94.4,93.0,3970.0,3800.0,4062.0,4000.0,3500.0,4500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2019,424.0,3.56,77.5,97.4,95.9,4270.0,4050.0,4309.0,4200.0,3800.0,4900.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2020,472.0,3.92,81.25,92.2,86.1,4508.0,4250.0,4558.0,4300.0,3880.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2021,478.0,3.9,83.75,97.0,91.0,4871.0,4800.0,4924.0,4800.0,4200.0,5450.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2022,402.0,3.7,82.5,94.0,91.7,5515.0,5400.0,5699.0,5500.0,4900.0,6420.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2023,497.0,3.72,80.0,88.3,86.5,5334.0,5200.0,5440.0,5200.0,4800.0,6000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Computer Science,2024,527.0,3.75,78.75,82.0,79.6,5577.0,5500.0,5726.0,5500.0,4900.0,6500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2013,624.0,3.37,65.0,91.0,88.7,3133.0,3000.0,3187.0,3100.0,3000.0,3440.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2014,608.0,3.44,65.0,90.7,88.4,3241.0,3175.0,3336.0,3200.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2015,644.0,3.44,65.0,88.6,86.2,3345.0,3200.0,3446.0,3300.0,3000.0,3690.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2016,597.0,3.47,67.5,89.1,83.6,3443.0,3300.0,3517.0,3400.0,3190.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2017,525.0,3.56,70.0,89.3,85.0,3532.0,3500.0,3657.0,3600.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2018,570.0,3.49,71.25,92.7,91.0,3625.0,3500.0,3772.0,3600.0,3323.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2019,608.0,3.43,68.75,92.6,87.1,3769.0,3700.0,3884.0,3700.0,3500.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2020,648.0,3.4,62.5,94.5,75.1,3925.0,3800.0,4004.0,3880.0,3500.0,4370.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2021,647.0,3.45,66.25,93.9,88.6,3978.0,3900.0,4069.0,4000.0,3600.0,4400.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2022,620.0,3.44,65.0,92.4,90.2,4595.0,4500.0,4723.0,4558.0,4100.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2023,652.0,3.44,65.0,87.1,85.6,4713.0,4650.0,4803.0,4800.0,4200.0,5100.0,Nanyang Technological University,0,1
NTU,College of Engineering,Electrical and Electronic Engineering,2024,678.0,3.45,65.0,79.3,76.1,4684.0,4700.0,4824.0,4800.0,4200.0,5155.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2013,58.0,3.5,71.25,84.0,81.5,3091.0,3000.0,3140.0,3000.0,3000.0,3300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2014,53.0,3.74,71.25,88.9,82.2,3121.0,3000.0,3111.0,3000.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2015,51.0,3.7,71.25,89.7,82.1,3472.0,3200.0,3673.0,3300.0,3000.0,3835.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2016,46.0,3.64,71.25,80.6,74.2,3156.0,3100.0,3216.0,3100.0,2800.0,3400.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2017,48.0,3.63,71.25,71.8,64.1,3538.0,3475.0,3588.0,3635.0,3200.0,3950.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2018,49.0,3.51,70.0,92.1,81.6,3388.0,3360.0,3485.0,3400.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2019,35.0,3.46,68.75,83.9,77.4,3574.0,3500.0,3596.0,3510.0,3400.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2020,58.0,3.46,67.5,90.2,58.5,3364.0,3375.0,3444.0,3450.0,3200.0,3800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2021,57.0,3.5,68.75,96.6,86.2,3422.0,3500.0,3487.0,3500.0,3200.0,3600.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2022,51.0,3.56,68.75,93.5,90.3,3988.0,3800.0,4139.0,3900.0,3700.0,4500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2023,54.0,3.5,68.75,60.6,54.5,3967.0,3850.0,4099.0,4115.0,3800.0,4337.0,Nanyang Technological University,0,1
NTU,College of Engineering,Environmental Engineering,2024,62.0,3.44,65.0,82.9,80.0,4154.0,4000.0,4367.0,4300.0,3895.0,4591.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2013,77.0,3.52,68.75,85.7,79.6,3160.0,3150.0,3203.0,3200.0,2950.0,3400.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2014,112.0,3.48,68.75,85.7,73.2,3185.0,3000.0,3318.0,3200.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2015,90.0,3.53,68.75,87.3,80.0,3271.0,3200.0,3375.0,3275.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2016,96.0,3.48,70.0,94.6,87.5,3496.0,3350.0,3570.0,3350.0,3000.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2017,90.0,3.7,73.75,86.9,78.7,3685.0,3677.0,3790.0,3700.0,3350.0,4200.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2018,81.0,3.63,73.75,93.2,89.0,3724.0,3725.0,3800.0,3750.0,3500.0,4140.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2019,97.0,3.49,73.75,90.7,85.3,3934.0,3970.0,4006.0,4000.0,3600.0,4350.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2020,97.0,3.55,68.75,96.0,70.0,4085.0,4000.0,4208.0,4000.0,3500.0,4500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2021,91.0,3.66,72.5,95.7,88.6,4247.0,4200.0,4325.0,4200.0,3900.0,4800.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2022,105.0,3.66,71.25,95.3,93.8,5080.0,4950.0,5187.0,4950.0,4500.0,5500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2023,99.0,3.62,68.75,75.0,69.1,4761.0,4800.0,4857.0,4800.0,4400.0,5100.0,Nanyang Technological University,0,1
NTU,College of Engineering,Information Engineering and Media,2024,122.0,3.56,68.75,80.8,74.0,4902.0,4850.0,4964.0,4900.0,4400.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2013,243.0,3.39,65.0,82.5,78.9,2989.0,3000.0,3096.0,3000.0,2800.0,3300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2014,230.0,3.48,68.75,82.5,77.7,3145.0,3000.0,3261.0,3150.0,3000.0,3410.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2015,239.0,3.46,68.75,82.9,76.8,3213.0,3100.0,3397.0,3200.0,3000.0,3600.0,Nanyang Technological University,0,1
